episode,run_0,run_1,run_2,run_3,run_4
1906,False,True,True,True,True
1907,True,True,True,True,True
1908,True,True,False,True,True
1909,True,True,True,True,True
1910,True,True,True,True,True
1911,True,True,True,True,True
1912,True,True,True,True,True
1913,True,True,True,True,True
1914,True,True,True,True,True
1915,True,False,True,True,True
1916,True,True,True,True,True
1917,True,True,True,False,True
1918,True,True,True,True,True
1919,True,True,True,True,True
1920,True,True,True,True,True
1921,True,True,True,True,True
1922,True,True,True,False,True
1923,True,True,True,True,True
1924,True,True,True,True,True
1925,False,True,True,True,True
1926,True,True,True,True,True
1927,True,True,True,True,True
1928,True,True,True,True,True
1929,True,True,True,True,True
1930,True,True,True,True,True
1931,True,True,True,True,True
1932,True,True,True,True,True
1933,True,True,True,True,True
1934,True,True,True,True,True
1935,True,True,True,True,True
1936,True,True,True,True,True
1937,True,True,True,True,True
1938,True,False,True,True,True
1939,True,True,True,True,True
1940,True,True,True,False,True
1941,True,True,True,True,True
1942,True,True,True,True,False
1943,True,True,True,True,True
1944,True,True,True,True,True
1945,True,True,True,True,True
1946,True,True,True,True,True
1947,True,True,True,True,True
1948,True,True,True,True,True
1949,True,True,True,True,True
1950,True,True,True,True,True
1951,True,True,False,True,True
1952,True,True,True,True,False
1953,True,True,True,True,True
1954,True,True,True,True,True
1955,True,True,False,True,True
1956,True,True,True,True,True
1957,False,True,True,False,True
1958,True,True,True,True,True
1959,True,True,True,True,False
1960,True,True,True,True,True
1961,True,True,True,True,True
1962,True,True,True,True,True
1963,True,True,True,True,True
1964,True,True,True,True,True
1965,True,True,True,False,True
1966,True,True,True,False,True
1967,True,False,True,True,True
1968,True,True,True,True,True
1969,True,True,False,False,True
1970,True,True,True,True,True
1971,True,True,False,True,True
1972,True,True,True,True,True
1973,True,True,True,True,False
1974,True,True,True,True,True
1975,True,True,True,True,True
1976,True,True,True,True,True
1977,True,True,True,True,True
1978,True,True,True,True,True
1979,True,True,True,True,True
1980,True,True,True,True,True
1981,True,False,True,True,True
1982,True,True,True,True,True
1983,True,True,True,True,True
1984,True,False,True,True,True
1985,True,True,True,True,True
1986,False,True,True,True,True
1987,True,True,True,True,True
1988,False,True,True,True,True
1989,True,True,True,True,True
1990,True,True,True,True,True
1991,True,False,True,True,False
1992,True,True,True,True,True
1993,False,True,True,True,True
1994,True,True,True,True,True
1995,True,True,True,True,True
1996,True,True,True,True,True
1997,True,True,True,True,True
1998,True,True,True,True,True
1999,True,True,True,True,True
2000,True,True,True,True,True
2001,True,True,False,True,False
2002,True,True,True,True,True
2003,True,True,True,True,True
2004,True,True,True,True,True
2005,True,True,True,True,True
2006,True,True,False,False,True
2007,True,True,False,True,True
2008,True,True,True,False,True
2009,True,True,True,False,True
2010,True,True,True,True,True
2011,True,True,True,True,True
2012,True,True,True,True,True
2013,True,False,False,True,True
2014,True,True,True,True,True
2015,True,True,True,False,True
2016,True,True,True,True,True
2017,True,True,True,True,True
2018,True,True,True,False,True
2019,True,True,True,True,True
2020,True,True,False,True,True
2021,True,True,True,True,True
2022,True,True,True,True,True
2023,True,True,True,True,True
2024,True,True,True,True,True
2025,True,True,True,True,True
2026,True,True,True,True,True
2027,True,True,True,True,True
2028,False,True,True,True,True
2029,True,True,True,True,True
2030,False,False,True,True,True
2031,True,True,True,True,True
2032,False,True,True,True,True
2033,True,True,True,True,True
2034,True,True,True,True,True
2035,True,True,True,True,True
2036,True,True,True,True,True
2037,True,True,True,True,True
2038,True,False,True,True,True
2039,True,True,True,True,True
2040,False,True,True,True,True
2041,True,True,True,True,True
2042,True,True,True,True,True
2043,True,True,True,True,True
2044,False,True,True,True,True
2045,True,True,True,False,True
2046,True,True,True,True,True
2047,False,True,True,True,False
2048,True,True,True,True,True
2049,True,True,True,True,True
2050,True,True,True,True,True
2051,True,True,True,True,True
2052,True,True,True,True,True
2053,True,True,True,False,True
2054,True,True,True,True,True
2055,True,True,True,True,True
2056,True,True,True,False,False
2057,True,True,True,True,True
2058,True,True,True,True,True
2059,False,True,True,True,True
2060,True,True,True,True,True
2061,True,True,True,True,True
2062,True,False,True,True,True
2063,True,True,True,True,True
2064,True,True,True,True,True
2065,True,True,True,True,True
2066,True,True,True,True,True
2067,True,True,True,True,True
2068,True,True,True,True,True
2069,True,True,True,True,True
2070,True,True,True,True,True
2071,True,False,True,True,True
2072,True,True,True,True,True
2073,True,True,True,True,True
2074,True,True,True,True,True
2075,True,True,True,True,True
2076,True,True,True,True,True
2077,True,True,True,True,True
2078,True,True,False,True,True
2079,True,True,True,True,True
2080,True,True,True,True,True
2081,True,True,True,True,True
2082,True,True,True,False,True
2083,True,True,True,True,True
2084,True,True,True,True,True
2085,True,False,True,True,True
2086,True,True,True,True,True
2087,True,True,True,True,True
2088,True,True,True,True,True
2089,False,True,True,True,True
2090,True,True,True,True,True
2091,True,True,False,True,True
2092,True,True,True,True,False
2093,True,True,False,True,True
2094,True,True,True,True,True
2095,True,True,True,True,True
2096,True,True,True,True,True
2097,True,True,True,True,True
2098,True,True,True,True,True
2099,True,True,True,True,True
2100,True,True,True,True,True
2101,True,True,True,True,True
2102,True,True,True,True,True
2103,True,True,True,True,True
2104,True,True,True,True,True
2105,True,True,True,True,True
2106,True,True,True,True,True
2107,True,False,True,True,True
2108,True,True,True,True,True
2109,True,False,True,True,True
2110,True,True,True,True,True
2111,True,False,True,True,True
2112,True,False,True,True,True
2113,True,True,True,True,True
2114,True,True,False,True,True
2115,True,True,True,True,True
2116,True,True,True,True,True
2117,True,True,True,True,True
2118,True,True,True,True,True
2119,True,True,True,True,True
2120,True,True,True,True,True
2121,True,True,True,True,True
2122,True,True,True,True,True
2123,True,True,True,True,True
2124,True,True,True,False,True
2125,True,True,True,True,True
2126,True,True,True,True,True
2127,True,True,True,True,False
2128,True,True,True,True,True
2129,True,True,True,True,True
2130,True,True,True,True,True
2131,True,True,True,True,True
2132,True,True,True,True,True
2133,True,True,True,True,True
2134,True,True,True,True,True
2135,True,True,True,True,True
2136,True,True,True,True,False
2137,True,True,True,True,True
2138,True,True,True,True,True
2139,True,True,True,True,True
2140,True,True,True,True,True
2141,True,True,True,True,True
2142,True,True,True,True,True
2143,True,True,True,True,True
2144,True,True,True,True,True
2145,True,True,True,True,True
2146,True,True,True,True,True
2147,True,True,True,True,True
2148,True,True,True,True,True
2149,True,True,True,True,True
2150,True,True,True,True,True
2151,True,True,True,True,True
2152,True,True,True,True,True
2153,True,True,True,True,True
2154,True,True,True,True,True
2155,False,True,True,True,True
2156,True,True,True,True,True
2157,True,True,True,True,True
2158,True,True,True,True,True
2159,True,True,False,True,True
2160,True,True,False,True,True
2161,True,True,True,True,True
2162,True,True,True,True,True
2163,True,True,True,True,True
2164,True,True,True,True,True
2165,True,True,True,True,True
2166,True,True,True,False,True
2167,True,True,True,True,True
2168,True,True,True,True,True
2169,True,True,True,True,True
2170,True,True,True,True,True
2171,True,True,True,True,True
2172,True,True,True,True,True
2173,False,True,True,True,True
2174,True,True,True,True,True
2175,True,True,True,True,True
2176,True,True,True,True,True
2177,True,False,True,True,True
2178,True,True,True,False,True
2179,True,False,True,True,True
2180,True,True,True,True,True
2181,True,True,True,True,True
2182,True,True,True,True,True
2183,True,False,True,True,False
2184,False,True,True,True,True
2185,True,False,True,False,True
2186,True,True,False,True,True
2187,True,True,True,True,False
2188,True,True,True,True,True
2189,True,True,False,True,True
2190,True,True,False,True,True
2191,False,True,True,True,True
2192,True,True,True,True,True
2193,True,True,True,True,True
2194,True,True,True,True,True
2195,True,True,True,True,True
2196,True,True,True,True,True
2197,True,True,True,True,True
2198,True,True,True,True,True
2199,True,True,True,False,True
2200,True,True,True,True,True
2201,True,True,False,True,True
2202,True,True,True,True,True
2203,True,True,True,True,True
2204,True,True,True,True,True
2205,True,True,True,True,True
2206,True,True,True,True,True
2207,True,True,True,False,True
2208,True,True,True,True,True
2209,True,True,True,True,True
2210,True,True,True,True,True
2211,True,True,True,True,True
2212,True,True,True,True,True
2213,True,True,True,True,True
2214,True,True,True,True,True
2215,True,True,True,True,True
2216,True,True,True,False,True
2217,False,True,True,True,True
2218,True,True,True,True,True
2219,True,True,True,True,True
2220,True,True,True,True,True
2221,True,True,True,True,True
2222,True,True,False,True,True
2223,True,True,True,True,False
2224,True,True,True,False,True
2225,True,True,True,False,True
2226,True,True,True,True,True
2227,True,True,True,True,True
2228,True,True,True,True,True
2229,True,True,True,False,True
2230,True,True,True,True,True
2231,True,True,True,True,True
2232,True,False,True,True,False
2233,True,True,True,True,True
2234,True,True,True,True,True
2235,True,True,True,True,True
2236,True,True,True,True,True
2237,True,True,True,True,True
2238,True,True,True,True,True
2239,True,True,True,True,True
2240,True,True,True,True,True
2241,True,True,True,True,True
2242,True,True,True,True,True
2243,True,True,True,True,True
2244,True,True,True,True,True
2245,True,True,True,True,True
2246,True,True,True,True,True
2247,True,True,True,True,True
2248,True,True,True,True,True
2249,True,True,True,True,True
2250,True,True,True,True,True
2251,True,True,True,True,True
2252,True,True,True,True,True
2253,True,True,True,True,True
2254,True,True,True,True,True
2255,True,True,True,True,True
2256,True,True,True,True,True
2257,False,False,True,True,True
2258,True,True,True,True,True
2259,True,True,True,True,True
2260,True,True,True,True,True
2261,True,True,True,True,True
2262,True,True,True,True,True
2263,False,True,True,True,True
2264,True,True,True,False,True
2265,True,True,True,True,True
2266,True,True,False,True,True
2267,True,True,True,True,True
2268,True,True,True,True,True
2269,True,True,True,True,True
2270,True,True,True,True,True
2271,True,True,True,True,True
2272,True,True,True,True,True
2273,True,True,True,True,True
2274,True,True,True,True,True
2275,True,True,True,True,True
2276,True,True,True,False,True
2277,True,True,True,True,True
2278,True,True,True,True,True
2279,False,True,True,True,True
2280,True,True,True,True,True
2281,False,True,True,True,True
2282,True,True,True,True,True
2283,True,True,True,False,True
2284,True,True,True,True,True
2285,True,True,True,True,True
2286,True,True,True,True,True
2287,True,True,True,True,True
2288,True,True,True,True,False
2289,False,True,True,True,True
2290,True,True,True,True,True
2291,True,True,True,True,True
2292,True,True,True,True,True
2293,True,True,True,True,True
2294,False,True,False,True,True
2295,True,True,True,True,True
2296,True,True,True,True,True
2297,True,True,True,True,True
2298,True,True,True,True,True
2299,True,True,True,False,True
2300,True,True,True,True,True
2301,True,True,True,True,True
2302,True,True,True,True,True
2303,True,True,True,True,True
2304,True,True,True,True,True
2305,True,True,True,True,True
2306,True,True,True,True,True
2307,True,True,True,True,True
2308,True,True,True,True,True
2309,True,True,True,True,True
2310,True,True,True,True,True
2311,True,False,True,True,True
2312,True,True,True,True,True
2313,True,True,True,True,True
2314,True,True,True,True,True
2315,True,True,False,True,True
2316,True,True,True,True,True
2317,True,True,True,True,True
2318,True,True,True,True,True
2319,True,True,True,True,True
2320,True,True,True,True,True
2321,True,True,True,True,False
2322,True,True,True,True,True
2323,True,True,True,True,True
2324,True,True,True,True,True
2325,True,True,True,True,True
2326,True,True,True,True,True
2327,True,True,True,True,True
2328,True,True,True,True,True
2329,True,True,True,True,True
2330,True,True,True,False,True
2331,False,True,True,True,True
2332,True,True,True,True,True
2333,True,False,True,True,True
2334,False,True,True,True,True
2335,True,True,False,True,True
2336,True,True,True,True,True
2337,True,True,True,True,True
2338,True,False,True,True,True
2339,True,True,True,True,True
2340,True,True,True,True,False
2341,True,True,True,True,True
2342,True,True,True,True,True
2343,False,True,True,True,True
2344,True,True,True,True,True
2345,True,True,True,True,True
2346,False,True,True,True,True
2347,True,True,True,True,False
2348,True,True,True,True,True
2349,True,True,True,True,True
2350,True,False,True,True,True
2351,True,True,True,True,True
2352,True,True,True,True,True
2353,True,True,True,True,True
2354,False,True,False,True,True
2355,True,True,True,True,True
2356,True,True,True,True,True
2357,True,True,True,True,True
2358,True,True,True,True,True
2359,True,True,True,True,True
2360,True,True,True,True,True
2361,True,True,True,True,True
2362,True,True,True,True,True
2363,False,True,True,True,True
2364,True,True,True,True,True
2365,True,False,True,True,True
2366,False,False,True,False,True
2367,True,True,True,True,True
2368,True,True,True,True,True
2369,True,True,True,True,True
2370,True,True,True,True,True
2371,True,True,True,True,True
2372,True,True,True,True,True
2373,True,True,True,True,True
2374,True,True,True,True,True
2375,True,True,True,True,True
2376,True,True,True,True,True
2377,True,True,True,True,True
2378,True,True,True,True,True
2379,True,True,True,True,True
2380,True,True,True,True,True
2381,True,True,True,True,True
2382,True,True,True,True,True
2383,True,True,True,True,True
2384,True,False,True,True,True
2385,False,True,True,True,True
2386,True,True,True,True,True
2387,True,True,True,True,True
2388,False,True,True,True,True
2389,True,True,False,True,True
2390,True,True,True,True,True
2391,True,True,True,True,True
2392,True,True,True,True,True
2393,True,True,True,True,True
2394,True,True,True,True,True
2395,True,True,True,True,True
2396,True,False,True,True,True
2397,True,True,True,True,True
2398,True,True,True,True,True
2399,True,True,True,True,True
2400,True,True,True,True,True
2401,True,True,False,True,True
2402,True,True,False,True,True
2403,True,True,True,True,True
2404,True,True,True,True,True
2405,True,True,True,True,True
2406,True,True,True,True,True
2407,True,True,True,True,True
2408,True,True,True,True,True
2409,True,True,True,True,True
2410,True,True,True,True,True
2411,True,True,True,True,True
2412,True,False,True,True,True
2413,True,True,True,True,True
2414,True,True,False,True,True
2415,True,False,True,True,True
2416,True,True,True,True,True
2417,True,True,False,True,True
2418,True,True,True,True,True
2419,True,True,True,True,True
2420,True,True,True,True,True
2421,True,True,True,True,True
2422,True,True,False,True,True
2423,True,True,True,True,True
2424,True,True,True,True,True
2425,True,True,False,True,True
2426,True,True,True,False,True
2427,True,False,True,True,True
2428,True,True,True,True,True
2429,True,True,True,True,True
2430,True,True,True,True,True
2431,True,True,True,True,True
2432,True,True,True,True,True
2433,True,True,True,True,False
2434,True,True,True,True,True
2435,True,True,True,True,True
2436,True,True,True,True,True
2437,False,True,True,True,True
2438,True,True,True,True,True
2439,True,True,True,True,True
2440,True,True,True,True,True
2441,True,True,True,True,True
2442,True,True,False,True,False
2443,True,True,True,True,True
2444,True,True,True,True,True
2445,True,True,True,True,True
2446,True,False,True,True,True
2447,True,True,False,True,True
2448,True,True,True,True,True
2449,True,True,True,False,True
2450,True,True,True,True,True
2451,True,False,True,True,True
2452,True,True,True,True,False
2453,True,True,True,True,True
2454,True,True,True,True,True
2455,True,True,True,True,True
2456,True,True,True,True,True
2457,True,True,True,True,True
2458,False,True,True,True,True
2459,True,True,True,True,True
2460,True,True,True,True,True
2461,True,True,True,True,False
2462,True,True,True,True,True
2463,True,True,True,True,True
2464,True,True,True,True,True
2465,True,True,True,True,True
2466,True,True,True,True,True
2467,True,True,True,True,True
2468,True,False,True,True,True
2469,True,True,True,True,True
2470,False,True,True,True,True
2471,True,True,True,True,False
2472,True,True,False,True,True
2473,True,True,True,True,False
2474,True,True,True,True,True
2475,True,True,True,True,True
2476,True,True,True,True,True
2477,True,True,True,True,True
2478,True,True,True,True,True
2479,True,True,True,True,False
2480,True,True,True,True,True
2481,True,True,True,True,True
2482,True,True,False,True,True
2483,True,True,True,True,True
2484,True,True,True,True,True
2485,True,True,True,False,True
2486,True,True,False,True,True
2487,False,True,True,True,True
2488,True,True,True,True,False
2489,True,True,True,True,True
2490,False,True,True,True,True
2491,True,True,True,True,True
2492,True,True,True,True,True
2493,True,False,True,True,True
2494,True,False,True,True,True
2495,True,True,True,True,True
2496,True,True,True,True,True
2497,True,True,True,True,True
2498,True,True,False,True,False
2499,True,True,True,True,True
2500,True,True,True,True,True
2501,True,True,True,True,True
2502,True,True,True,True,True
2503,True,True,True,True,True
2504,True,False,True,True,False
2505,True,True,True,True,True
2506,True,True,True,True,True
2507,True,True,True,True,True
2508,True,True,True,True,True
2509,True,True,True,True,True
2510,True,True,True,True,True
2511,True,True,True,True,True
2512,True,True,True,True,True
2513,True,True,True,True,True
2514,True,True,True,False,True
2515,True,True,True,True,True
2516,True,True,True,True,True
2517,True,True,True,True,True
2518,True,True,True,True,True
2519,True,True,True,True,True
2520,False,False,True,True,True
2521,True,True,True,True,True
2522,True,True,True,True,False
2523,False,True,True,False,True
2524,True,True,True,True,True
2525,True,True,True,True,True
2526,True,True,True,False,True
2527,True,True,True,True,False
2528,True,True,True,True,True
2529,True,True,True,True,True
2530,True,True,True,True,True
2531,True,False,True,True,True
2532,True,True,True,True,True
2533,True,True,True,True,False
2534,True,True,True,True,True
2535,False,True,True,True,True
2536,True,True,True,True,True
2537,True,True,True,True,True
2538,True,True,True,True,False
2539,True,True,True,True,True
2540,True,True,True,True,True
2541,True,True,False,False,True
2542,True,True,True,True,True
2543,True,True,True,True,True
2544,True,True,True,True,True
2545,True,True,True,True,True
2546,True,True,True,True,True
2547,False,True,True,True,True
2548,True,True,True,True,True
2549,True,True,True,True,True
2550,True,True,True,False,True
2551,True,True,True,True,True
2552,True,True,True,False,True
2553,False,True,True,True,True
2554,True,True,True,True,True
2555,True,True,True,True,True
2556,True,True,True,True,True
2557,True,True,True,False,True
2558,True,True,False,True,True
2559,True,True,True,True,True
2560,True,True,True,True,True
2561,True,False,True,True,True
2562,True,False,True,True,True
2563,True,True,True,True,True
2564,True,True,False,False,True
2565,True,True,True,True,True
2566,True,True,True,True,True
2567,True,True,True,True,True
2568,True,True,True,True,True
2569,True,False,True,True,True
2570,True,True,True,True,True
2571,True,True,True,True,True
2572,True,True,True,True,False
2573,True,True,True,True,True
2574,True,True,False,True,True
2575,True,True,True,True,True
2576,True,True,False,True,True
2577,True,True,True,True,True
2578,True,True,True,True,True
2579,True,True,True,True,True
2580,True,True,True,True,True
2581,True,True,True,True,True
2582,False,True,True,True,True
2583,True,True,True,True,True
2584,True,True,False,True,True
2585,True,True,True,True,True
2586,False,True,True,True,True
2587,True,True,True,True,True
2588,True,True,True,True,False
2589,True,True,True,True,True
2590,True,True,True,True,True
2591,False,True,True,True,True
2592,False,False,True,True,True
2593,True,True,True,True,True
2594,True,True,False,True,True
2595,True,True,True,True,True
2596,False,True,True,True,True
2597,True,False,True,True,True
2598,False,True,False,True,True
2599,True,True,True,True,True
2600,True,True,True,True,True
2601,True,True,True,True,True
2602,True,True,True,True,False
2603,True,True,True,True,True
2604,True,True,True,True,True
2605,True,True,True,True,True
2606,True,True,True,True,True
2607,True,True,False,True,True
2608,True,False,True,True,True
2609,True,True,True,True,True
2610,False,True,True,True,True
2611,True,True,True,True,False
2612,True,True,True,True,True
2613,True,True,True,True,True
2614,True,True,True,True,True
2615,True,True,True,True,True
2616,True,True,True,True,True
2617,True,True,True,True,True
2618,False,True,True,True,True
2619,True,True,True,True,True
2620,True,True,True,True,False
2621,True,True,True,True,True
2622,True,True,True,True,True
2623,True,True,True,True,True
2624,True,False,True,True,True
2625,True,True,True,True,True
2626,True,True,True,True,True
2627,True,True,True,True,True
2628,True,False,True,True,True
2629,True,True,True,True,False
2630,True,True,True,True,True
2631,True,True,True,True,True
2632,True,True,True,True,True
2633,True,True,True,True,True
2634,True,True,True,True,True
2635,False,True,False,True,True
2636,True,True,True,True,True
2637,True,True,True,True,True
2638,True,True,True,True,True
2639,True,True,True,True,True
2640,True,True,True,True,False
2641,True,True,True,True,True
2642,True,True,True,True,True
2643,False,True,True,True,True
2644,True,False,True,True,True
2645,True,True,True,True,True
2646,True,True,True,True,True
2647,True,True,True,True,True
2648,True,True,True,True,True
2649,True,True,True,True,True
2650,True,True,True,False,True
2651,True,True,True,True,True
2652,True,True,True,True,True
2653,True,True,False,True,True
2654,True,False,True,True,True
2655,True,True,True,True,True
2656,True,True,True,True,True
2657,True,True,True,True,True
2658,True,False,True,True,True
2659,True,True,True,True,True
2660,True,True,True,True,True
2661,False,True,True,True,True
2662,True,True,True,True,True
2663,False,True,True,True,True
2664,True,True,True,True,True
2665,True,True,True,True,True
2666,True,True,True,True,True
2667,True,True,True,True,True
2668,True,False,True,True,True
2669,True,True,True,True,True
2670,True,True,True,False,True
2671,True,True,True,True,True
2672,True,True,True,True,True
2673,True,True,True,False,True
2674,True,True,True,True,True
2675,True,True,True,True,True
2676,True,True,False,True,True
2677,True,True,True,True,True
2678,True,True,True,True,True
2679,True,True,True,True,True
2680,True,True,True,True,True
2681,True,True,True,True,True
2682,True,True,True,True,True
2683,True,True,True,False,True
2684,True,True,True,True,True
2685,True,True,True,True,True
2686,True,True,True,True,True
2687,True,True,True,True,True
2688,True,True,True,True,True
2689,True,True,True,True,False
2690,True,True,False,True,True
2691,True,True,True,True,True
2692,True,True,True,True,True
2693,True,True,True,True,True
2694,True,True,True,True,True
2695,True,True,True,True,True
2696,False,True,True,True,True
2697,True,True,True,True,True
2698,True,True,True,True,True
2699,True,True,True,True,True
2700,True,True,True,True,True
2701,True,False,True,True,False
2702,True,True,True,True,True
2703,True,True,True,True,False
2704,True,True,True,True,True
2705,True,True,True,True,True
2706,True,True,False,True,True
2707,True,True,True,True,True
2708,True,True,True,True,True
2709,True,True,True,True,True
2710,True,True,False,True,True
2711,True,True,False,True,True
2712,True,True,True,True,True
2713,True,True,True,True,True
2714,True,True,True,True,True
2715,True,True,True,True,True
2716,True,True,True,True,True
2717,True,True,True,False,True
2718,True,True,True,True,True
2719,True,True,True,True,True
2720,True,True,True,True,True
2721,True,True,True,False,True
2722,True,True,True,True,True
2723,True,True,True,True,True
2724,True,True,True,True,False
2725,True,True,True,True,True
2726,True,True,True,False,True
2727,True,True,True,True,True
2728,False,True,True,False,True
2729,True,True,True,True,True
2730,True,True,True,True,True
2731,True,True,True,True,False
2732,True,True,True,True,True
2733,True,True,True,True,True
2734,True,True,True,True,True
2735,True,True,True,True,True
2736,True,True,True,True,True
2737,True,True,True,True,True
2738,True,True,True,True,True
2739,True,True,True,True,True
2740,True,True,False,True,True
2741,True,True,False,True,True
2742,True,True,True,True,True
2743,True,True,True,False,True
2744,True,True,True,True,True
2745,True,False,True,True,True
2746,False,True,True,True,False
2747,True,True,False,True,True
2748,True,True,True,True,True
2749,True,True,True,True,False
2750,True,True,True,True,True
2751,True,True,True,False,True
2752,True,True,False,True,True
2753,True,False,True,True,True
2754,True,True,True,True,True
2755,False,True,True,True,True
2756,True,True,True,True,True
2757,True,True,True,True,True
2758,True,True,True,True,True
2759,True,True,True,True,True
2760,True,False,True,True,True
2761,True,True,True,False,True
2762,True,True,True,True,True
2763,True,True,True,True,True
2764,True,True,True,True,True
2765,True,True,True,True,True
2766,True,True,True,True,False
2767,True,True,True,True,True
2768,True,True,True,True,True
2769,True,True,True,True,True
2770,True,True,True,True,True
2771,True,True,False,True,True
2772,True,True,True,True,True
2773,True,True,True,True,True
2774,True,True,True,True,True
2775,True,False,True,True,True
2776,True,True,True,True,True
2777,True,True,True,True,True
2778,True,True,True,True,True
2779,True,True,True,True,True
2780,True,True,True,False,True
2781,True,True,True,True,True
2782,True,True,True,True,True
2783,True,True,True,True,False
2784,True,True,True,True,True
2785,True,False,True,False,True
2786,True,False,True,True,False
2787,True,False,True,True,True
2788,False,True,True,True,True
2789,False,False,False,True,True
2790,True,True,True,True,True
2791,True,True,True,True,True
2792,True,True,True,True,True
2793,True,False,True,True,True
2794,True,True,True,True,True
2795,True,True,True,True,True
2796,True,True,True,True,True
2797,True,True,True,True,True
2798,False,True,True,False,True
2799,True,True,True,True,False
2800,True,True,True,False,True
2801,True,True,False,True,True
2802,True,True,True,True,False
2803,True,True,True,True,True
2804,False,True,True,True,True
2805,True,True,True,True,True
2806,True,True,True,True,True
2807,True,True,True,True,True
2808,True,True,True,True,True
2809,True,True,True,True,True
2810,True,False,True,True,False
2811,True,True,True,True,True
2812,True,False,True,True,False
2813,True,True,False,True,True
2814,True,True,True,True,True
2815,True,True,True,True,True
2816,True,True,True,True,True
2817,True,True,True,True,True
2818,True,True,True,True,True
2819,True,True,True,True,True
2820,True,True,True,True,True
2821,True,True,True,True,True
2822,False,True,True,True,True
2823,True,True,True,True,True
2824,True,True,True,False,True
2825,True,True,True,True,True
2826,True,False,True,True,True
2827,False,False,True,True,True
2828,True,True,True,True,True
2829,True,True,True,True,True
2830,True,True,False,True,True
2831,True,True,True,False,True
2832,True,True,True,True,True
2833,True,True,True,True,True
2834,True,True,True,True,True
2835,True,True,True,False,True
2836,True,True,True,True,True
2837,True,True,True,True,True
2838,True,True,True,True,True
2839,True,True,True,False,True
2840,True,True,True,True,True
2841,True,True,True,True,False
2842,False,True,True,True,True
2843,True,True,True,True,True
2844,True,True,True,True,True
2845,True,True,True,True,True
2846,True,False,True,True,True
2847,True,True,True,True,True
2848,True,True,True,True,True
2849,True,True,True,True,True
2850,True,True,True,True,True
2851,True,False,False,False,True
2852,True,True,True,True,True
2853,True,True,True,True,True
2854,True,True,True,True,True
2855,True,False,True,True,False
2856,True,True,False,True,True
2857,True,True,True,True,True
2858,True,True,True,True,True
2859,True,True,True,True,True
2860,True,True,True,True,True
2861,True,True,True,True,True
2862,True,True,True,True,False
2863,True,True,True,True,True
2864,True,True,True,True,True
2865,True,True,True,True,True
2866,True,False,True,True,True
2867,True,False,True,True,True
2868,True,True,False,True,True
2869,True,True,True,True,True
2870,False,True,True,True,True
2871,True,True,True,True,True
2872,True,True,True,True,True
2873,True,True,True,True,False
2874,True,True,True,True,True
2875,True,True,True,True,True
2876,True,True,True,True,True
2877,True,False,True,True,True
2878,True,True,True,True,True
2879,True,True,True,True,True
2880,True,False,True,True,True
2881,True,True,True,True,True
2882,True,True,True,True,True
2883,True,True,True,True,True
2884,True,True,True,True,True
2885,True,True,True,True,True
2886,True,True,True,True,True
2887,True,True,True,True,True
2888,True,True,True,True,True
2889,True,True,True,True,True
2890,True,True,True,True,True
2891,True,True,True,True,True
2892,True,True,True,True,True
2893,True,True,True,True,True
2894,True,True,True,True,True
2895,True,True,True,True,True
2896,True,True,True,True,True
2897,True,True,False,True,True
2898,True,True,True,True,True
2899,True,True,False,True,True
2900,True,True,True,True,True
2901,False,True,True,True,True
2902,True,True,True,True,True
2903,True,True,True,True,False
2904,True,True,True,False,True
2905,False,True,True,True,True
2906,True,True,True,True,True
2907,True,True,True,True,True
2908,True,True,True,True,True
2909,True,True,True,False,False
2910,True,False,True,True,True
2911,True,True,True,True,True
2912,True,True,True,True,True
2913,True,True,True,True,True
2914,True,True,True,True,True
2915,True,True,False,True,True
2916,True,True,True,True,True
2917,True,True,True,True,False
2918,True,True,True,True,True
2919,True,True,True,True,True
2920,True,True,True,True,True
2921,True,True,True,True,True
2922,True,True,True,True,True
2923,True,True,True,True,True
2924,False,True,True,True,True
2925,True,True,True,True,True
2926,True,True,True,False,True
2927,False,True,True,True,True
2928,False,True,True,True,True
2929,True,True,True,True,True
2930,True,True,True,True,True
2931,True,True,True,True,True
2932,False,True,True,True,True
2933,True,True,True,True,False
2934,True,True,True,True,True
2935,True,False,True,True,True
2936,True,True,False,True,True
2937,True,True,True,True,True
2938,True,True,True,True,False
2939,True,False,True,True,True
2940,True,True,True,True,True
2941,True,True,False,True,True
2942,True,True,True,True,True
2943,True,True,True,True,True
2944,True,True,True,True,True
2945,True,True,True,True,True
2946,True,True,True,True,True
2947,True,False,True,True,True
2948,True,True,True,True,True
2949,False,True,True,True,True
2950,True,True,True,True,True
2951,True,True,False,True,True
2952,True,True,True,True,True
2953,False,True,True,True,True
2954,True,True,True,True,True
2955,True,False,True,True,True
2956,True,True,True,True,True
2957,True,True,True,False,True
2958,True,True,True,True,True
2959,True,True,True,True,False
2960,True,True,False,True,True
2961,True,True,True,True,True
2962,True,True,True,True,True
2963,False,True,True,True,True
2964,True,True,True,True,True
2965,True,True,True,True,True
2966,True,True,True,True,True
2967,True,True,True,False,True
2968,True,True,True,True,True
2969,True,True,False,True,True
2970,True,True,True,True,True
2971,True,True,True,True,False
2972,True,True,True,True,True
2973,False,True,True,True,True
2974,True,True,True,True,True
2975,True,True,True,True,True
2976,True,True,True,True,True
2977,True,True,True,True,True
2978,True,True,True,True,True
2979,True,True,True,False,True
2980,False,True,True,True,True
