step,run_0
10000,False
20000,False
30000,False
40000,False
50000,False
60000,False
70000,False
80000,False
90000,False
100000,False
110000,False
120000,False
130000,False
140000,False
150000,False
160000,False
170000,False
180000,False
190000,False
200000,False
210000,False
220000,False
230000,False
240000,False
250000,False
260000,False
270000,False
280000,False
290000,False
300000,False
310000,False
320000,False
330000,False
340000,False
350000,False
360000,False
370000,False
380000,False
390000,False
400000,True
410000,False
420000,False
430000,True
440000,False
450000,False
460000,False
470000,False
480000,False
490000,False
500000,False
510000,False
520000,False
530000,False
540000,False
550000,False
560000,False
570000,False
580000,False
590000,True
600000,False
610000,False
620000,False
630000,True
640000,True
650000,False
660000,True
670000,True
680000,True
690000,False
700000,False
710000,False
720000,True
730000,False
740000,True
750000,True
760000,True
770000,False
780000,True
790000,False
800000,True
810000,True
820000,False
830000,True
840000,False
850000,False
860000,False
870000,False
880000,True
890000,False
900000,False
910000,True
920000,False
930000,False
940000,True
950000,False
960000,False
970000,True
980000,True
990000,False
