step,run_0,run_1
10000,True,True
20000,True,False
30000,True,False
40000,False,True
50000,True,True
60000,True,True
70000,True,True
80000,True,True
90000,True,True
100000,True,True
110000,True,True
120000,True,True
130000,True,True
140000,True,True
150000,True,True
160000,True,True
170000,True,True
180000,True,True
190000,True,True
200000,False,True
210000,True,True
220000,True,True
230000,True,True
240000,True,True
250000,True,True
260000,True,True
270000,True,True
280000,True,True
290000,True,True
300000,True,True
310000,True,True
320000,False,True
330000,True,True
340000,True,True
350000,True,True
360000,True,True
370000,True,True
380000,True,True
390000,True,True
400000,True,True
410000,True,True
420000,True,True
430000,True,True
440000,True,True
450000,True,True
460000,True,True
470000,True,True
480000,True,True
490000,True,True
