episode,run_0,run_1,run_2
0,True,True,True
1,True,True,True
2,True,True,True
3,True,True,True
4,True,True,True
5,True,True,True
6,True,True,True
7,True,True,True
8,True,True,True
9,True,True,True
10,True,True,True
11,True,True,True
12,True,True,True
13,True,True,True
14,True,True,True
15,True,True,True
16,True,True,True
17,True,True,True
18,True,True,True
19,True,True,True
20,True,True,True
21,True,True,True
22,True,True,True
23,True,True,True
24,True,True,True
25,True,True,True
26,True,True,True
27,True,True,True
28,True,True,True
29,True,True,True
30,True,True,True
31,True,True,True
32,True,True,True
33,True,True,True
34,True,True,True
35,True,True,True
36,True,True,True
37,True,True,True
38,True,True,True
39,True,True,True
40,True,True,True
41,True,True,True
42,True,True,True
43,True,True,True
44,True,True,True
45,True,True,True
46,True,True,True
47,True,True,True
48,True,True,True
49,True,True,True
50,True,True,True
51,True,True,True
52,True,True,True
53,True,True,True
54,True,True,True
55,True,True,True
56,True,True,True
57,True,True,True
58,True,True,True
59,True,True,True
60,True,True,True
61,True,True,True
62,True,True,True
63,True,True,True
64,True,True,True
65,True,True,True
66,True,True,True
67,True,True,True
68,True,True,True
69,True,True,True
70,True,True,True
71,True,True,True
72,True,True,True
73,True,True,True
74,True,True,True
75,True,True,True
76,True,True,True
77,True,True,True
78,True,True,True
79,True,True,True
80,True,True,True
81,True,True,True
82,True,True,True
83,True,True,True
84,True,True,True
85,True,True,True
86,True,True,True
87,True,True,True
88,True,True,True
89,True,True,True
90,True,True,True
91,True,True,True
92,True,True,True
93,True,True,True
94,True,True,True
95,True,True,True
96,True,True,True
97,True,True,True
98,True,True,True
99,True,True,True
100,False,True,True
101,True,True,True
102,True,True,True
103,True,True,True
104,True,True,True
105,True,True,True
106,True,True,True
107,True,True,True
108,True,True,True
109,True,True,True
110,True,True,True
111,True,True,True
112,True,True,True
113,True,True,True
114,False,True,True
115,True,True,True
116,True,True,True
117,True,True,True
118,True,True,True
119,True,False,True
120,True,True,True
121,True,False,True
122,True,True,True
123,True,True,True
124,True,True,True
125,True,True,True
126,True,True,True
127,False,True,True
128,True,True,True
129,False,True,True
130,True,True,True
131,True,True,True
132,True,True,True
133,True,True,True
134,True,True,True
135,True,True,True
136,True,True,True
137,True,True,True
138,True,True,True
139,True,False,True
140,True,True,True
141,True,True,False
142,True,True,True
143,True,True,True
144,True,True,True
145,True,True,True
146,True,True,True
147,True,True,True
148,True,True,True
149,True,True,True
150,True,True,True
151,False,False,True
152,True,True,True
153,True,True,True
154,True,True,True
155,False,False,False
156,True,True,True
157,True,True,False
158,True,True,True
159,False,True,True
160,False,True,True
161,True,True,True
162,True,False,True
163,False,True,True
164,True,True,True
165,False,True,True
166,False,True,True
167,True,True,True
168,False,True,True
169,False,True,False
170,True,True,True
171,False,True,True
172,True,True,True
173,True,True,True
174,True,True,False
175,False,True,True
176,False,True,True
177,True,True,False
178,False,True,True
179,True,True,True
180,False,True,True
181,False,True,True
182,True,True,True
183,False,True,False
184,True,True,False
185,True,True,True
186,True,True,False
187,True,True,False
188,False,True,False
189,True,True,False
190,False,True,True
191,False,True,True
192,False,True,False
193,True,True,True
194,True,True,False
195,True,True,True
196,True,True,True
197,True,True,True
198,True,True,True
199,True,False,True
200,False,True,False
201,True,False,False
202,True,False,True
203,True,True,False
204,True,False,False
205,False,True,True
206,True,True,True
207,True,True,False
208,True,True,False
209,True,True,False
210,True,False,False
211,True,True,False
212,True,True,False
213,False,True,True
214,True,True,False
215,True,True,False
216,True,True,True
217,True,True,False
218,True,False,False
219,True,True,False
220,False,True,True
221,True,True,True
222,True,True,True
223,True,True,False
224,False,True,False
225,True,False,True
226,True,True,True
227,False,True,True
228,True,True,False
229,True,True,True
230,True,True,True
231,False,True,True
232,False,True,False
233,True,False,True
234,True,False,True
235,False,True,True
236,False,True,True
237,True,True,True
238,False,True,True
239,False,True,True
240,False,True,True
241,True,False,False
242,True,True,True
243,True,True,False
244,False,True,True
245,True,True,True
246,True,True,True
247,True,True,True
248,True,True,False
249,True,False,True
250,True,True,True
251,True,True,False
252,True,True,True
253,False,True,True
254,True,True,True
255,True,True,True
256,True,True,True
257,False,True,True
258,True,True,True
259,True,True,True
260,True,False,True
261,True,True,True
262,True,True,True
263,False,True,True
264,True,True,True
265,True,False,True
266,True,True,True
267,True,False,False
268,True,True,True
269,True,True,True
270,True,False,True
271,True,True,True
272,True,True,False
273,True,False,True
274,True,False,True
275,True,True,True
276,True,True,True
277,True,True,True
278,True,True,True
279,True,True,True
280,True,True,True
281,True,True,True
282,True,True,True
283,True,True,True
284,True,True,False
285,True,True,True
286,True,True,True
287,False,True,True
288,True,False,True
289,False,True,True
290,True,True,True
291,True,True,True
292,True,True,True
293,True,False,True
294,True,True,True
295,True,True,True
296,True,True,True
297,True,True,True
298,False,True,True
299,True,True,True
300,True,True,False
301,True,True,True
302,True,True,True
303,True,False,True
304,True,True,True
305,True,True,True
306,True,True,True
307,False,True,True
308,True,False,True
309,True,False,True
310,True,True,True
311,True,False,False
312,True,True,True
313,True,True,True
314,False,True,True
315,False,False,True
316,True,True,True
317,True,False,True
318,True,True,True
319,True,True,True
320,True,True,True
321,True,True,True
322,True,True,True
323,True,True,True
324,True,True,True
325,True,True,True
326,True,True,False
327,True,True,True
328,False,True,True
329,False,False,True
330,True,True,True
331,True,False,True
332,True,False,True
333,False,True,True
334,True,False,True
335,True,True,True
336,True,True,True
337,True,True,True
338,True,True,True
339,True,True,False
340,True,False,True
341,True,True,True
342,True,False,True
343,True,True,False
344,True,True,True
345,True,True,True
346,True,True,True
347,True,True,True
348,True,True,True
349,True,True,False
