episode,run_0,run_1,run_2,run_3,run_4
0,True,True,True,True,True
1,True,True,True,True,True
2,True,True,True,True,True
3,True,True,True,True,True
4,True,True,True,True,True
5,True,True,True,True,True
6,True,True,True,True,True
7,True,True,True,True,True
8,True,True,True,True,True
9,True,True,True,True,True
10,True,True,True,True,True
11,True,True,True,True,True
12,True,True,True,True,True
13,True,True,True,True,True
14,True,True,True,True,True
15,True,True,True,True,True
16,True,True,True,True,True
17,True,True,True,True,True
18,True,True,True,True,True
19,True,True,True,True,True
20,True,True,True,True,True
21,True,True,True,True,True
22,True,True,True,True,True
23,True,True,True,True,True
24,True,True,True,True,True
25,True,True,True,True,True
26,True,True,True,True,True
27,True,True,True,True,True
28,True,True,True,True,True
29,True,True,True,True,True
30,True,True,True,True,True
31,True,True,True,True,True
32,True,True,True,True,True
33,True,True,True,True,True
34,True,True,True,True,True
35,True,True,True,True,True
36,True,True,True,True,True
37,True,True,True,True,True
38,True,True,True,True,True
39,True,True,True,True,True
40,True,True,True,True,True
41,True,True,False,True,True
42,True,True,True,True,True
43,True,True,True,True,True
44,True,True,True,True,True
45,True,True,True,True,True
46,True,True,True,True,True
47,True,True,True,True,True
48,True,True,True,True,True
49,True,True,True,True,True
50,True,True,True,True,True
51,True,True,True,True,True
52,True,True,True,True,True
53,True,True,True,True,True
54,True,True,True,True,True
55,True,True,True,True,True
56,True,True,True,True,True
57,True,True,True,True,True
58,True,True,True,True,True
59,True,True,True,True,True
60,True,True,True,True,True
61,True,True,True,True,True
62,True,True,True,True,True
63,True,True,True,True,True
64,True,True,True,True,True
65,True,True,True,True,True
66,True,False,True,True,True
67,True,True,True,True,True
68,True,True,True,True,True
69,True,True,True,True,True
70,True,True,True,True,True
71,True,True,True,True,True
72,True,True,True,True,True
73,True,True,True,True,True
74,True,True,True,True,True
75,True,True,True,True,True
76,True,True,True,True,True
77,True,True,True,True,True
78,True,True,True,True,True
79,True,True,True,True,True
80,True,True,True,True,True
81,True,True,True,True,True
82,True,True,True,True,True
83,True,True,True,True,True
84,True,True,True,True,True
85,True,True,True,True,True
86,True,True,True,True,True
87,True,True,True,True,True
88,True,True,True,True,True
89,True,True,True,True,True
90,True,True,True,True,True
91,True,True,True,True,True
92,True,True,True,True,True
93,True,True,True,True,True
94,True,True,True,True,True
95,True,True,True,True,True
96,True,True,True,True,True
97,True,True,True,True,True
98,True,True,True,True,True
99,True,True,True,True,True
100,True,True,True,True,True
101,True,True,True,True,True
102,True,True,True,True,True
103,True,True,True,True,True
104,True,True,True,True,True
105,True,True,True,True,True
106,True,True,True,True,True
107,True,True,True,True,True
108,True,True,True,True,True
109,True,True,True,True,True
110,True,True,True,True,True
111,True,True,True,True,True
112,True,True,True,True,True
113,True,True,True,True,True
114,True,True,True,True,True
115,True,True,True,True,True
116,True,True,True,True,True
117,True,True,True,True,True
118,True,True,True,True,True
119,True,True,True,True,True
120,True,True,True,True,True
121,True,True,True,True,True
122,False,True,False,True,True
123,True,True,True,True,True
124,True,True,True,True,True
125,True,True,True,True,True
126,True,True,True,True,True
127,True,True,True,True,True
128,True,True,False,True,True
129,True,True,True,True,True
130,True,True,True,True,True
131,True,True,True,True,True
132,True,True,True,True,True
133,True,True,True,True,False
134,True,True,True,True,True
135,True,True,True,True,True
136,True,True,False,True,True
137,True,True,True,True,True
138,True,True,False,True,True
139,True,True,True,True,True
140,True,True,True,True,True
141,False,True,True,True,True
142,True,True,True,True,True
143,True,True,True,True,True
144,True,True,True,True,True
145,True,True,True,True,True
146,True,True,False,True,True
147,True,True,True,True,False
148,True,True,True,True,True
149,True,True,False,True,True
150,True,True,False,True,True
151,True,True,True,True,True
152,True,True,True,True,True
153,True,True,False,True,True
154,True,True,True,True,True
155,True,False,True,True,False
